,Name,Aaron Nola,Carlos Rodon,Justin Verlander,Sandy Alcantara,Kevin Gausman,Shohei Ohtani,Max Fried,Spencer Strider,Shane Bieber,Corbin Burnes,Framber Valdez,Dylan Cease,Max Scherzer,Logan Webb,Zac Gallen,Zack Wheeler,Alek Manoah,Yu Darvish,Tyler Anderson,Martin Perez,Jose Quintana,Clayton Kershaw,Luis Castillo,Alex Cobb,Patrick Sandoval,Brandon Woodruff,Nestor Cortes,Blake Snell,Shane McClanahan,Triston McKenzie,Joe Musgrove,Gerrit Cole,Cristian Javier,Julio Urias,Merrill Kelly,Logan Gilbert,Ross Stripling,Corey Kluber,Jeffrey Springs,George Kirby,Kyle Wright,Drew Rasmussen,Adam Wainwright,Brady Singer,Pablo Lopez,Chris Bassitt,Miles Mikolas,Tony Gonsolin,Jordan Montgomery,Taijuan Walker,Carlos Carrasco,Kyle Freeland,Johnny Cueto,Jameson Taillon,Ranger Suarez,Noah Syndergaard,Reid Detmers,Joe Ryan,Tyler Mahle,Mitch Keller,Cal Quantrill,Luis Garcia,Marcus Stroman,Frankie Montas,Kyle Gibson,Lance Lynn,Jon Gray,Zack Greinke,JT Brubaker,Lucas Giolito,Rich Hill,Robbie Ray,Dean Kremer,Alex Wood,Hunter Greene,Michael Wacha,Nick Pivetta,Charlie Morton,Jordan Lyles,Cole Irvin,German Marquez,Jose Berrios,Eric Lauer,Dakota Hudson,Jose Urquidy,Sean Manaea,Dane Dunning,Austin Gomber,Patrick Corbin,Daniel Lynch,Zach Plesac,Chris Flexen,Dylan Bundy,Brad Keller,Chad Kuhl,Kris Bubic,Madison Bumgarner,James Kaprielian,Zach Davies,Erick Fedde,Zach Thompson,Glenn Otto,Marco Gonzales,Josiah Gray
0,Zack Wheeler,0.30889761234428376,0.8307334851352729,0.34114966979318306,0.7561307837351934,0.7883201019972768,0.1889445434830005,0.4830822465429677,0.5195363028701635,1.1359670765638412,0.22561172185194583,2.9267914577101317,0.1749831621528205,0.5190839887031751,1.3216777182051607,0.3574827241881737,0.45522288267616884,0.25584150796928756,0.6018085897002446,0.7391211992630187,0.6166620381481245,0.2949743209162462,0.10448338683733115,0.8001610283717876,1.6126110021989164,0.22232816493867572,0.6840344239970666,0.4173745624412202,1.2121307442681215,0.4220387034005267,1.2554101205136103,0.2054985879464868,0.9478379265069531,1.1497459429478323,0.12387063256882201,0.6165561021002042,1.538588582865801,0.7682306575586527,0.2438675421063651,0.22603513001301156,0.9044505747292079,1.1584004900400364,0.778974693298826,0.4289942892825005,0.9457138252796108,0.4014516287636656,0.4799069160712325,0.4093947364549253,0.7915746894974578,0.6402048698448001,0.9201790272158968,0.635202125223143,1.1173619421333416,0.4223811108087094,0.621154280764447,0.7964131181742293,0.28178635177736916,0.9108319867286141,0.9227277571272031,0.6884510361674231,0.5656291031524102,0.38008705457170944,0.5710900289796698,0.9275774515570097,0.29713210787963956,0.6393009517629372,0.566873722245969,0.42867432766611796,0.8411509109101647,1.0262668113570619,0.7193474368655215,0.516330398097961,1.0507724493381039,0.6213685382186644,0.7076351320504053,1.1049727133137712,0.5191866388236498,1.4312012697758472,0.9040328176150434,0.6748025819511915,0.9696456538921834,1.3855854141841975,1.175477613908489,0.7279455969562529,1.0394952931726034,1.066771172095027,1.2777407208538014,0.807512456451911,0.5101229539287525,1.480986358111374,1.6215920898712466,1.0049309798374193,0.8858768858735355,0.8162337357185134,1.0716906042547887,1.3735925355406509,1.195770713125219,1.3059457466575677,0.6367989456649562,0.3231384289077978,0.9855944768351739,0.6041765901853502,0.8325758906508143,0.37373839849820084,0.3331539744442499
1,Spencer Strider,0.34949417466533056,0.28342130892365713,0.33897302499904236,0.7512826319867921,0.33346001024410565,0.4990191360308782,0.9660369004297932,0.16465827837372954,0.6582298990474377,0.49412038006947356,2.7389176849609775,0.6287778940134615,0.4418501113239665,1.1278788211315078,0.3524269244425028,1.045577899118474,0.5008682777707145,0.309213971223811,1.3548216641599016,0.5181671590056632,0.846081850672264,0.5478292647458732,0.35112584677291847,1.372791017610473,0.5420229292124114,0.19854986384281345,0.3586672665744673,0.6507320624319926,0.43905285080158923,0.7576592778795747,0.8141481299106448,0.3941551336618616,0.938963857170232,0.7214646295086138,0.39841812207779886,1.0443426682617138,0.4785894884261459,0.6438197240470357,0.4448978743902935,0.4796802114711403,0.8968388035494445,0.46714153563668476,0.5555841700408692,0.5334390250740921,0.4009690761143558,1.0824579377841905,0.531421489968181,0.41302214656359415,0.42719501180608355,0.5543654257590365,0.38077476932827353,0.7414500273632719,0.6239878120580565,0.4410974927666217,0.8886304929029848,0.7229424400579925,0.5066233824420245,0.7966749382979235,0.33470177142793817,0.5794008120394724,0.6180227775349405,0.32983277138119554,0.6342342784807513,0.46712499461279394,0.4524016419422014,0.3543668846153658,0.33384961554119036,0.6777172931185982,0.5868814761704413,0.340020689652849,0.4377965493662555,0.5493954615365867,0.5296501988643071,0.4393923396294016,0.5777989925545033,0.4505575499223161,0.9421295114351308,0.4105824178797698,0.49246529453048704,0.6448811310040014,0.9328398465101052,0.752936634596164,0.37969629347282163,0.8414807825951814,0.6680031823517005,0.7967941158649425,0.7937570841712217,0.5135465974105962,1.0281768345595976,1.1365342871167583,0.6570386974904889,0.6146286648310488,0.6003206145652504,0.7819793560171509,0.9361309608553692,0.7755050892141182,0.8992550296951336,0.5309939657632655,0.6286764191537647,0.6634926070401992,0.539953845506262,0.5502442147555929,0.895584863720352,0.5438916448677991
2,Kevin Gausman,0.64545590408021,0.22675822290051706,0.6096594434009891,0.894993070873738,0.1887703788336524,0.8634263712164503,1.2684834123207929,0.5601326254093777,0.28706088419880543,0.8334484994509269,2.6885495143911715,0.9774530593522158,0.6945320937149009,1.0903070486280457,0.613605344113791,1.389987908620792,0.7438698387002952,0.37280594367177333,1.6762019350090271,0.6033942842992475,1.1312729497552767,0.8680909783962781,0.20739804119856245,1.3120288235877289,0.8130757879392333,0.2623734855601849,0.5925609615263226,0.2704729815120131,0.7299880199017006,0.3821921071921807,1.1355096917243817,0.04324259627959453,1.0190289078789667,1.0279450335134668,0.41654330295540876,0.6405789947016665,0.3465823075764255,0.882516831751668,0.7248914043137793,0.202428513801787,0.8435020462648568,0.34433339455823914,0.6981500626921148,0.31406105440343957,0.5987860887136575,1.4056147652628737,0.6853821561997393,0.24572419564422354,0.4454480925147188,0.29314375858953606,0.4199991961897087,0.40151152063172363,0.759062679361857,0.44385504222888067,1.040216358171704,0.9419192534394906,0.23167261383253793,0.880881946190862,0.31390976915030944,0.7158494966995507,0.7774323766894492,0.4147261671609353,0.5275278396795763,0.7057210737430234,0.4544431346307274,0.42877516617103656,0.5460632867791079,0.5333512558652131,0.24638723247156974,0.273972119262164,0.5287755176329564,0.15593104501669902,0.5314103224439661,0.4454490755541003,0.3042220557421827,0.5356074756059713,0.5406533573372119,0.10024473399136861,0.448840843506919,0.3733424499196415,0.5559573717903182,0.37824895427218175,0.30351081232799837,0.7249737065576934,0.32664860618866864,0.3957946199735386,0.9037916398667337,0.5986586553061805,0.6300649380119455,0.7334249981593199,0.3617849029976235,0.42479655437985947,0.4634234645472756,0.6087584414199118,0.5464025991199148,0.4172318458603071,0.5220317288489252,0.5356882273561739,0.8283683033753766,0.3993740867908185,0.5667834976426208,0.3858549472599783,1.117672603454161,0.7993453113642439
3,Sonny Gray,0.5726047894289714,0.24484009067144158,0.523540359595131,0.6801216502045785,0.21204114876127195,0.8098764143231979,1.1056611864400383,0.5900043417848704,0.3099324486916505,0.7308353937460853,2.5314498097335454,0.9013910198975793,0.5522590880492588,0.8874608159941482,0.49904803380836893,1.280902282719877,0.6189843520841198,0.2787334718902613,1.548224866782921,0.37528634034294117,0.9792630159078796,0.768220292103769,0.1044552861276052,1.1410148666726476,0.6864573673579435,0.27501748811302723,0.4540137043394133,0.45364479841060673,0.5967859133500053,0.41546119011648086,1.0201179031136507,0.29717098310568785,0.8628122685729482,0.9093101567496067,0.30500283728516214,0.739859777255125,0.21908712597503166,0.7328335691328527,0.6339361113905703,0.16089486981566642,0.6481899104429193,0.12590809872680697,0.5255808938232049,0.12516330452652713,0.45985237408541907,1.2761747098450087,0.5199775052365236,0.1990464111909578,0.24249064668147316,0.1733911160728836,0.2266763898005239,0.36746505920019196,0.6042629352963796,0.32424729216602427,0.8130478278213388,0.7920386112134938,0.18420271890772996,0.6720612651596561,0.18628862532371399,0.4954142100182394,0.6292663456820172,0.29844671739692125,0.28593472743267795,0.5722224678287284,0.2616310929534161,0.3421867228984752,0.42599699755397136,0.37121618122059197,0.21158442770676678,0.2084624503357854,0.4021742076824394,0.3115321381382689,0.38227481357394943,0.21858147697597796,0.31233635134739185,0.39642310867051883,0.6333336324663359,0.2339872534989891,0.30948899820995257,0.2961667960406787,0.5425404614634767,0.40911221972094824,0.1661963571592344,0.4738509982399529,0.29431751760301594,0.4816659524328048,0.6728050748916776,0.4416452911556966,0.6695278320406116,0.8128769655292276,0.2948787207514314,0.23249877160965818,0.25497369825140664,0.38005515501437426,0.5844996181760962,0.3873236548069346,0.5227827261568624,0.3675728337690339,0.6844014537915555,0.31190197975165385,0.38154018023400815,0.263903246755321,0.966294497799193,0.6414163550245617
4,Zac Gallen,1.4252237698382655,0.9700644213932392,1.385627686980887,1.523242950717975,0.9385048779441694,1.6581661281403643,2.0161738956084605,1.352552146147423,0.6133047213555407,1.6185483098248865,2.752801504164985,1.7674783091277257,1.4319988125693413,1.429373558692057,1.386817907414309,2.1705673857570043,1.4991409296420402,1.1228094413732903,2.438315024136135,1.2783841489650118,1.882363221285414,1.6474641716204352,0.9422892111729817,1.53785208128903,1.576415220344248,1.0555788724320878,1.354730203075503,0.5575200119529363,1.4900249860992285,0.5202587594649406,1.9086333985341428,0.8042438760307701,1.5109576185628089,1.796852209260683,1.1294161559128681,0.2115532047807361,0.9842858354792047,1.6193134249814014,1.4971778645331357,0.826306440250832,1.2370141761730138,0.9878878360461758,1.4031278487853498,0.8611968160025917,1.3505751182503676,2.1736729188921218,1.3983812892187177,0.9385099734819019,1.1371845290563005,0.8389083461260841,1.1345937135380224,0.6796829931666684,1.4483013709860242,1.1324688995782621,1.6603617984668282,1.66440605922954,0.8316862208790055,1.4410103861960877,1.0524367977071107,1.3986039367615817,1.4809956348095719,1.1616801985606862,1.0370596953102555,1.4622868131543163,1.1370395914887925,1.1626639037679785,1.3117599716289563,1.0373330189158136,0.7235697052288764,1.013771972453866,1.2439242975551197,0.6786980041225984,1.1853085930676428,1.1172611372960237,0.7458977471476894,1.244490971411604,0.3304031216559544,0.8300083232673042,1.1037125861382593,0.8199221517388079,0.46563757284824003,0.5862338453279545,1.0167126748496855,1.1293110931891177,0.6943152179845972,0.4576845324019602,1.5045873913777803,1.290004618430882,0.3409245607344836,0.20641457779187936,0.7817929943642371,0.9430977587784862,1.0150767249292025,0.9829579187330462,0.44542255255543595,0.614288957413366,0.5218129894176657,1.1906481457290374,1.5520579357862236,0.8352414927432645,1.226378776398223,0.9676369413809087,1.828523190586326,1.5511126447811563
5,Gerrit Cole,0.5682417466510183,0.27438732355559003,0.5278727212624291,0.856635296049026,0.10711848953378757,0.8031368731648454,1.1946080248382733,0.5446493982122819,0.3171266915792497,0.7725198304975737,2.727523817862642,0.9104125056873965,0.6571418517527265,1.0957253379442313,0.5361643583827652,1.3116897650119101,0.6472629680840712,0.2710134478434614,1.5850655127952926,0.5302898577193422,1.0414061507274681,0.7897012754504105,0.1619731803972502,1.340068665703366,0.7266141566250984,0.21704704743442146,0.5197353942151708,0.3785119570806157,0.6835501564077092,0.4374168983075528,1.0511310898860322,0.16486663643078353,1.0451777881145385,0.940488148144356,0.2971770692903485,0.6832635802733807,0.2143188531137655,0.7816256003995776,0.636459752830453,0.12323882231261328,0.8540055993540091,0.24609324154271242,0.5872481564994498,0.2998450926195056,0.5060959269861782,1.3202368231495438,0.5750389267797462,0.11514479232687935,0.3486732137689969,0.20230444217811888,0.3364082355189906,0.3479661482457727,0.6370662158088436,0.3134447910509929,0.9930385912606828,0.8322383691737633,0.14630428266117115,0.8677699983290503,0.2274624432582223,0.6432819061655621,0.659475794248738,0.3143574743075141,0.49891593371228415,0.6136768309134735,0.3441413696259149,0.3139348340022167,0.4622197238251533,0.4040919298971458,0.22802944809826442,0.17489770669737395,0.4109917480594958,0.19550535011860928,0.4008062149281113,0.3839661670473083,0.39200778860247154,0.4162185565301001,0.5808137161990926,0.08933605301332621,0.3174238852465288,0.2699695879853881,0.5831340696383629,0.3553349734166331,0.2075320151807924,0.6821490118185325,0.2762327221746188,0.42610562109059097,0.8635044076135332,0.47762607052798395,0.6494855807768156,0.7731775907254427,0.27539530372175886,0.3259753553384063,0.3486065277185725,0.5838014929109037,0.5524968608055606,0.41074288834379036,0.506074362915173,0.4189824934922692,0.7208930040664833,0.31241007238083773,0.4491322492596156,0.2758615254072235,1.0048969534419936,0.7240735480080726
6,Justin Steele,0.23152651431747465,0.5105985707902059,0.196558329174828,0.4488966736700107,0.4946356114605993,0.41618403769486473,0.6238091209440574,0.4434205348064069,0.7879064024089442,0.28206922724217726,2.6039339859860124,0.4834229938232148,0.22616105500284542,0.9537382819872561,0.13342110524575923,0.8023555625980272,0.21764920576009417,0.31473679695421786,1.0710550717717544,0.22992726529274574,0.5051833840181197,0.31586644078312676,0.46616064820295694,1.247828769553339,0.26479073430352507,0.4177609102405363,0.08156290164652209,0.9065733205692732,0.19513797477682338,0.8987091019901845,0.5478690106220616,0.6635944892575614,0.8322111159633723,0.44396660699313667,0.3570737052164449,1.2197454116712236,0.46246884016655937,0.28087173464946436,0.253858347682324,0.5787812754400405,0.7695719894155458,0.42515802902921007,0.22309675425025793,0.5652599086553017,0.1433953686734694,0.7967954827463549,0.19298381216309302,0.5032321282718353,0.275368692710338,0.5916309025059459,0.2679349174706435,0.800792032178143,0.32012126952141096,0.3604015166893732,0.5474981852463073,0.3816840798356679,0.6002973070071196,0.5806976674010329,0.3730856907038937,0.21743934631294368,0.3165078117914313,0.28712600991202697,0.5207172950430983,0.16632466240759414,0.307536153733184,0.3188297240299302,0.165351451786793,0.5574737537974346,0.69014262390103,0.4334238643325953,0.2926809879168795,0.7532736620910112,0.37838399807603046,0.30974306389651307,0.7440955444027353,0.2773098110868072,1.1143638271229035,0.6173563129449637,0.4062257859860688,0.665368132413932,1.023495852403908,0.8622913118244911,0.4130195816181117,0.6521495386795892,0.7412512854120411,0.9589343871193691,0.4901046038683989,0.2828374077327816,1.1470495145511375,1.296623342117905,0.6953723087361197,0.5535718886043609,0.48105146287377887,0.6725979994023176,1.0541032346620525,0.857924265422072,0.9805270307977236,0.37608671442634267,0.3290144035707236,0.6850874668244953,0.3290803774156095,0.5448492170545911,0.5594153226646533,0.2050265104809596
7,Logan Webb,1.9365079512764722,1.5690656113751271,1.9004805963032103,1.4304154723565474,1.6895424435414463,2.112913954461234,2.0720372962859526,1.9415563635715039,1.4665805784995245,1.9543088658735601,1.1703044463728243,2.182300575363533,1.6450264801798797,0.858045921338129,1.847023039544446,2.4182688887625794,1.9635529829686298,1.7572095409574813,2.640749576715862,1.585810057291856,2.1253877801297825,2.04483422819553,1.602291377746258,0.5933795899152602,1.989985753516845,1.7433983017451864,1.7678834693180425,1.5889146056113277,1.7423778398880674,1.393866767755441,2.22657026559078,1.6669366764217526,1.103086137706389,2.149894193891411,1.8025891271257581,1.607691526630653,1.6986043060489393,1.9840144930438388,2.0018826346529415,1.6058765604158383,0.9928137180760556,1.5922571379412933,1.8583321259753338,1.4155594587300113,1.832666641927003,2.3921376546110387,1.854842424690573,1.722590891642006,1.6411049116640903,1.608826108469465,1.6354271073493316,1.6203094500412576,1.95603906441896,1.8022914800211987,1.4885095976596867,2.069376663880457,1.6525298959513568,1.2513683172783305,1.6881503743224422,1.6227254994138713,1.9826306615121254,1.7726363597548702,1.3045721868995985,1.907815287612511,1.693519326727629,1.8184570016054817,1.8182163447524615,1.7324351772000008,1.5495979603135785,1.7320390536012757,1.8570774035901143,1.653518664803334,1.8265927118142673,1.5230034098967098,1.361429141355877,1.8369744810551942,1.6041027806761634,1.6906662814405458,1.7850569965614558,1.6732267854528864,1.3706478285558987,1.623676674810906,1.681503403889806,1.261816373603149,1.589484219779486,1.5857395857747265,1.4004207700544855,1.8490986016975963,1.5357418983530404,1.5962487976653263,1.6537260820438193,1.6080960667820825,1.6213763718520133,1.2364313277384242,1.6027033063571061,1.5207992491229738,1.5780853584416785,1.7918079631827177,2.017394494002598,1.680328144004319,1.775416508116618,1.7249935096132973,2.208503527042011,1.858458610314741
8,Zach Eflin,0.2322513520132878,0.6010052182177789,0.22837585511607789,0.4556511579179842,0.5972022165171527,0.34682877059436784,0.5180865853551886,0.45783763497554436,0.9024774067183089,0.1889881468161423,2.6245086339970385,0.41397538288767916,0.2124093795669104,1.0012281921719954,0.1907627277352674,0.6964734083308555,0.23150263756596834,0.4219592980809879,0.9740023106748773,0.3441815647198446,0.42555652973488745,0.23322963603496147,0.5801365807506023,1.2911773497908792,0.2506131399687578,0.511277651978845,0.17710071025549456,1.0141626275898732,0.14811378183005058,1.0128612935086434,0.45409057559918403,0.7621239714934855,0.8480426842588769,0.36239563713295364,0.47352940525061377,1.337904890612558,0.580887671940972,0.23912837199504342,0.24825118328016074,0.693823319965536,0.8343242081619111,0.549489572967497,0.30570399218361505,0.6804024840673338,0.24122752918562307,0.6994011497652821,0.2709523958871738,0.6208404958223972,0.4010734241669473,0.7169593289218005,0.393530950609987,0.9262341210126078,0.3780802665678284,0.4721906353497494,0.5442562749293756,0.3642877286541514,0.7234399693464542,0.6113651363735101,0.4933063097103067,0.2969480266528145,0.3638122060253062,0.4021777656708553,0.6273505234213168,0.2019917268924643,0.43591166986558183,0.41871063178883033,0.2619269463037356,0.6774071360157068,0.8131186434297253,0.5496836798787089,0.39919400045591935,0.8668365875342375,0.4926876794562672,0.42589120173114436,0.8481265721388535,0.3858570902976913,1.235180281500641,0.7285044106421035,0.5264391491977001,0.7882641370200747,1.1455236051692694,0.9841461369126031,0.5363745233770887,0.7578064144146579,0.8640580754862498,1.0783754480365353,0.5199672185099755,0.38723593986741345,1.2697507190437016,1.4181112770629118,0.8206574101517636,0.6836045157289392,0.6058257606977456,0.7855159530194142,1.1793162145468026,0.98513161738318,1.105617238203619,0.497455175066057,0.3555205125404156,0.8136407548592949,0.4492743808943477,0.672418273021339,0.5286603315097506,0.1996275529279459
9,Pablo Lopez,0.23346860935038236,0.7407629983557514,0.26875125489567586,0.712967160780916,0.7137021268883841,0.11126261704633783,0.5253989777426276,0.4207199778094705,1.0636499417933558,0.15035141727632706,2.877911866234441,0.16697811436532564,0.44629463362223015,1.2684694514130033,0.28302594567459816,0.5296550325938542,0.22599512607133967,0.534042117325031,0.8278729051056066,0.5631327675823905,0.361001263886983,0.06644784761751123,0.722553177816694,1.5542753449517885,0.19474861594630177,0.6006088210516091,0.34527924687852657,1.1291728024567367,0.347953015219009,1.180476111067059,0.28842859289605416,0.8648193710902915,1.0827568472990616,0.20473658667907657,0.5598843547349776,1.4697282131513316,0.7132315233674167,0.26852542882379005,0.1716940002679203,0.8361413815856752,1.0952047033011696,0.7175162138154132,0.40793372681968887,0.8740300024444251,0.34404865277603186,0.561119716214817,0.38568670637837715,0.7255926564712484,0.5815976687754193,0.8588028004146248,0.5688979792546307,1.0605106883006894,0.42431664450030876,0.5727193640449066,0.769880496108325,0.33024327578317164,0.8443809692313071,0.8670433531980984,0.6162879963523578,0.5220948058782069,0.3844092131114965,0.5049087222538388,0.8645325402071359,0.2523115580487744,0.5857862643430641,0.5086126427105446,0.3583398170005692,0.8075682290760364,0.9568329927030109,0.6480416225930256,0.47099695299227007,0.9758149849228624,0.5854809004570551,0.6412725585521339,1.019802437141629,0.47610442586159896,1.3615475038352531,0.8269537653176275,0.6286882018934347,0.9175600145777971,1.3179548539035795,1.1137508365375106,0.6591774419683984,0.9913524045464372,1.0057074872571081,1.208220559335092,0.7661452992566112,0.47842765310232643,1.4170881248362794,1.5538820239403666,0.949708782457551,0.834234677709456,0.7709760143953933,1.0134167875065034,1.3109526078104445,1.1311705038587263,1.2473661354730625,0.5955693049578732,0.33123900959428215,0.9319381657599433,0.5671148913580042,0.7784792996123937,0.4519145051356495,0.29219347836664816
